,brand,alignment,bert_alignment,residual_bert_alignment
1184,dmm,0.10265704952421988,-0.15196510363169477,-0.10798295815118672
1185,perrys,0.10281943484240974,-0.09412944435644696,-0.10939442785386455
1186,clarks,0.10314502771434024,-0.0528442641517774,-0.3906553343389776
1187,seabourn,0.10330985918754074,-0.038471622336247124,-0.18617775585433627
1188,dixie,0.10344547166043364,0.044537148455324305,0.0818795230862117
1189,voortman,0.10359304912009484,-0.12960306661378396,-0.19725910737059432
1190,aireloom,0.10404388850048196,-0.0638492755281712,-0.10133490736130221
1191,seton,0.10417686303417872,-0.1017025755653831,-0.11028042505817988
1192,biofreeze,0.10460307331439073,-0.01159123126315863,-0.03721497840171265
1193,glidden,0.10465622909506213,-0.09300578417124312,-0.09595700279620939
1194,nectar,0.10476883139338614,0.0746538043060777,0.023041865274636288
1195,voca,0.1048823750920681,-0.14339668272534245,-0.12109296516485535
1196,plainwell,0.10497373562438483,-0.09970389542003531,-0.14586204876990794
1197,nordica,0.10543413451703204,0.08285018875579597,0.09388214471094737
1198,bandolier,0.10553064284561042,-0.10578840946821189,-0.24954971366834855
1199,bells,0.10596095551001314,0.02006656855236412,0.022846014387604245
1200,whitewater,0.1060966310651201,-0.06983793709178746,0.07652381744118181
1201,unilever,0.1062174650102845,-0.01573544201019464,-0.06326777172444552
1202,acteon,0.1065176549755393,-0.13284046808486433,-0.19483354197173627
1203,munsingwear,0.10839128778511252,-0.01825497647941895,0.06574482788933488
1204,starbucks,0.10853574840040926,0.01630288596845434,-0.08066278493641438
1205,souplantation,0.10886015883881156,-0.010309340769472819,-0.043669707970617644
1206,farmacy,0.10914403181241923,-0.08018235095782797,-0.17253456130924638
1207,serta,0.10926685156322608,-0.09952886519595051,-0.12654901091360665
1208,hoboken,0.10976837941778413,-0.05739595702760601,-0.04710591844414232
1209,glade,0.1097915135520528,-0.10927487651786469,-0.07709355086351558
1210,horizons,0.11064351738149047,-0.0546517552763245,-0.007980137598173388
1211,transamerica,0.1107420371798946,-0.08022630346736268,-0.0276430906163308
1212,hooters,0.11113706611393284,-0.04190751376675045,-0.08279612922385517
1213,garanimals,0.11130208641522094,-0.06681185366253356,0.017404439942549484
1214,glucerna,0.11195008079779216,0.009053852050450579,-0.023121226760846974
1215,gucci,0.11208315804920448,-0.01945733633428825,-0.3792688473748747
1216,tampico,0.1123424426220329,-0.015498182296535292,0.05122549976562611
1217,aarp,0.1123885404756162,0.08258479834571406,0.13935584906370652
1218,travelworld,0.112766985168712,-0.053140110002563315,0.0370592132973466
1219,bennigans,0.1128316119325914,-0.10552790753516991,-0.1173917535236381
1220,glossier,0.11359226849779094,0.02152799417954577,-0.19369660525082152
1221,dutchess,0.11384091525654022,0.26874254516610674,0.26129721430318564
1222,duer,0.11395326020473888,-0.12648961515461818,-0.03972236851071025
1223,dole,0.11413926581556202,-0.04083895481327609,-0.14792012412356365
1224,customink,0.1142510240452657,-0.024854035400708574,0.05383780545029478
1225,downtown,0.11425275820236012,-0.05328215964262237,-0.12135855772575907
1226,mclaughlin,0.11484475719526405,-0.09690040802541952,-0.11050500084427722
1227,quantcast,0.1149728379176019,-0.09927826330212186,-0.048503621767839775
1228,ovaltine,0.11532953133503815,-0.054696706211573944,-0.11430915746208353
1229,ortho,0.11546135641014725,-0.0622829472895218,-0.10166644356120595
1230,beautyrest,0.11560061891723443,0.29226353960101564,0.20717992050655237
1231,eclipse,0.1159010221048479,-0.06937504484183908,-0.09853170769689566
1232,rainier,0.11607603389246893,-0.11562215832119883,-0.0980467201912933
1233,ihop,0.11648250347283885,-0.08683397318228772,-0.10997728672041367
1234,fiora,0.116736522360102,0.09689650594821549,0.027602127697625687
1235,ess,0.11685937049177215,-0.0871152940166515,-0.07233271631735938
1236,elance,0.1170397313608317,-0.08763093117797631,-0.08195281529020441
1237,percepta,0.11707487303721408,-0.07746472915970982,-0.09912656993216346
1238,babybel,0.1172412811192487,0.3347770603462754,0.191801899820306
1239,naacp,0.11793563061332694,0.03835804738079916,0.015260075788604588
1240,coolhaus,0.1182437327085062,-0.12730080621857098,-0.24407826130198662
1241,prevagen,0.11847035095768008,-0.11411460955953584,-0.12623173328246062
1242,keybank,0.1188045796694221,-0.11107444243816217,-0.06438305908146519
1243,tiaa,0.11900939777512655,0.1383588372871456,0.1965941716505559
1244,priv,0.11958344296696505,-0.09046760805387188,-0.3835160208381804
1245,basler,0.12020222068674355,-0.12787919235229817,-0.06748371837621203
1246,essentials,0.12032604305035074,-0.12021068093278164,-0.169119897420514
1247,chinet,0.12133784280409722,-0.013784239010342746,-0.06405034688171987
1248,lucid,0.12185980117121036,-0.03745159977827623,-0.06749993507082683
1249,luxi,0.12258690973576104,0.12404639863369935,0.06182395637741639
1250,hermes,0.1227348101969378,-0.10372729765247647,-0.4335682287231958
1251,fellowes,0.12292030625376107,-0.06776774212700845,-0.1480843375996044
1252,restonic,0.12302264996332833,-0.11199821967936374,-0.15513427416180062
1253,pfaltzgraff,0.1230911092342134,-0.07517920597204844,-0.1511074885124219
1254,colors,0.12318106515212787,0.011937570567470815,0.1497007223559645
1255,goldfish,0.1232712297968564,0.05491872817257642,-0.06349766058387382
1256,cerave,0.12379489117520193,-0.10784717792662755,-0.207262466193551
1257,bassett,0.12395561336070055,-0.031974160810730144,-0.07485968199756779
1258,nabisco,0.1248515079725194,-0.10838370009960577,-0.18485390772579663
1259,luna,0.12522521911699086,0.2220737796626913,0.17785139409136463
1260,mottahedeh,0.12564327842581066,-0.05234247525391178,-0.13324370794562324
1261,orajel,0.125717437483407,-0.13941451211126776,-0.1571162209442754
1262,electrolux,0.12595760972117193,-0.135005684529492,-0.12687864574890834
1263,breyers,0.12613750421974926,-0.12058386554721637,-0.2160983124424385
1264,tods,0.12646129106386692,-0.14896558365527934,-0.4668745543411885
1265,hyphen,0.1264623853878719,-0.013686728133218768,-0.05986786055083669
1266,smuckers,0.12691692904615162,-0.09387198163888331,-0.1362689166898972
1267,mindspace,0.12694279587726026,-0.026505240484772423,0.022103725594109697
1268,xylitol,0.1273774550343169,-0.010056545540906162,-0.1162214086235066
1269,mikasa,0.12800394940782225,-0.045871231426680766,-0.12491469523190177
1270,elemis,0.12852221360965582,-0.09250724134676175,-0.20357707524093827
1271,skittles,0.12865297029433853,0.07890953049862706,-0.020072000064592376
1272,portillos,0.12902255920215547,-0.05183162801651071,-0.07170953561380217
1273,jambu,0.12909245334066047,-0.18146782609792284,-0.48601058699444155
1274,artland,0.12930430783631852,-0.035131318868109884,-0.12110626599495011
1275,cubavera,0.1293085798048477,-0.012454128052941885,0.05798044625398985
1276,hims,0.1293294127852146,-0.37311989673780327,-0.38843089970719535
1277,birkenstock,0.1293426264560054,-0.0681429902540378,-0.4563483103177617
1278,berkley,0.12960242897527846,-0.06162236587804061,-0.002924372165715029
1279,neostrata,0.12987117471344933,0.00961216482517006,-0.10853183290647207
1280,jif,0.12994789637011978,-0.13235587367237245,-0.16642485551768404
1281,bruz,0.13006832775928912,-0.09484185246866522,-0.08095303503472684
1282,netizen,0.13033344898704816,-0.02398736703349844,0.006560721061908584
1283,herend,0.13035348656950807,-0.12648892383494925,-0.18440261422626025
1284,mika,0.13138412392865034,-0.07939559995033249,-0.00038254181169486597
1285,chaps,0.13152054633663054,-0.21936603062460494,-0.1523355142673101
1286,smead,0.1318065895092484,-0.06463756955726169,-0.1260801343960507
1287,jergens,0.1318673184134703,-0.12536665049181134,-0.22416148645682182
1288,portmeirion,0.1319082358453514,-0.11047675857842104,-0.1755168735718075
1289,sandies,0.13242328707195494,-0.07189541798050023,-0.15599305208717476
1290,bearpaw,0.13306038069334344,-0.09405954764679011,-0.4402311159331278
1291,longchamp,0.13306132574256466,-0.12639748102185536,-0.25382569643979597
1292,lsc,0.1331976377728063,-0.0846339708860837,-0.11243549451881138
1293,esi,0.1336417400151623,-0.11257128004626432,-0.13619415892993778
1294,nbc,0.13401174766865145,-0.04978838369095749,0.014247967275881679
1295,nachtmann,0.13438864141647686,-0.14290455303673527,-0.20555672372482814
1296,hanes,0.13533150319035944,-0.15232078523141204,-0.06189320188950893
1297,nambe,0.13577094450486374,-0.12305514278174456,-0.18254796589123062
1298,boucheron,0.1357807398603897,-0.05009120377382342,-0.49000700358769506
1299,sweetleaf,0.13583834804235606,0.12168862546722636,0.023631306204418296
1300,hamms,0.13613826052410796,-0.1100671640565264,-0.09150338803178959
1301,havaianas,0.1364554761052495,0.05086777060446675,-0.3423833513837192
1302,unison,0.13681431102997887,-0.1219596241746579,-0.12541429860293077
1303,biscoff,0.13731590258528134,-0.09486456214553883,-0.17501909113207414
1304,skechers,0.1378249471667306,-0.05737404709122572,-0.4164199800702495
1305,lins,0.1378676300281032,-0.11571443381154553,-0.1233982545509535
1306,snickers,0.13786889780482006,0.002385678062302718,-0.10281062368705
1307,stauffers,0.13907057564410386,-0.0983885610913961,-0.17921887888903237
1308,daymark,0.13913420879609767,-0.12698899054856105,-0.04761439011665085
1309,anacin,0.13978450043274915,0.041449753258909254,0.012149492770630373
1310,spa,0.13994198496806776,0.10526080085125936,-0.23158898017486418
1311,ritas,0.14073293842816612,0.2634660061291211,0.10304995070755152
1312,buendia,0.1409146595424082,-0.04527192444228972,-0.10628245291020932
1313,titlemax,0.14157242918981566,-0.1269734513233504,-0.13546429118701536
1314,gaia,0.14264034448930196,0.054760728329584826,-0.038880069143955975
1315,ponds,0.14300132759986695,0.04240611374922784,-0.06501340917202503
1316,carrs,0.14328102876339993,-0.09853151193663343,-0.17691605689897721
1317,biore,0.14422353849974096,-0.059998837651903926,-0.16599297046951664
1318,landrys,0.1446208891466782,-0.07087046217164646,-0.08677995616273548
1319,talenti,0.14480765949033664,-0.029359454837367543,-0.14140363511477383
1320,abbotts,0.14501395115484628,-0.06937999542672606,-0.16331309555099116
1321,dinova,0.14539793604211074,0.12151752277336932,0.15886529715929498
1322,showbiz,0.14541348394730366,-0.011571126866274227,-0.0019328962055711017
1323,publix,0.14576049455048534,-0.09421829532910267,-0.12872113716071387
1324,prada,0.14582632062611567,0.22448427503052257,0.27939593096339627
1325,abuelos,0.14599889734615298,-0.09963458269217096,-0.10694486060179959
1326,enu,0.14708472768105452,-0.0969204497794848,-0.11563516162387731
1327,balenciaga,0.14735592722232038,0.13295197518670276,-0.29853337883092446
1328,whistler,0.14736361265994904,-0.046829333765709205,0.0198087300639044
1329,maranatha,0.14774233605975656,-0.03608432383086288,-0.09696759070056843
1330,cetaphil,0.14877150161555694,-0.007216097796871421,-0.14097060568284883
1331,justins,0.14971211211782656,-0.2606178121572323,-0.24887813683815618
1332,corelle,0.14998365550144105,0.0407709313687787,-0.057916099091312775
1333,rexing,0.15005843799165464,-0.13351351760311955,-0.06442090692587363
1334,aida,0.15010314756519216,0.18196874151113693,0.030939558532073502
1335,starburst,0.1505994762815766,0.06494793848680888,-0.05877559773750028
1336,skinceuticals,0.15070490781982648,-0.004053993721485717,-0.18652875203456148
1337,thinkthin,0.15070872606559216,-0.06314980971163216,-0.09210352131255894
1338,enfagrow,0.1514400826017594,-0.07962228524888493,-0.10558675003855568
1339,mederma,0.15166433579728986,-0.06394241364873107,-0.1979958900125329
1340,fendi,0.15185152761483212,-0.09368420165170431,-0.24197934891779546
1341,fitflop,0.15195887626305482,-0.05734226884898331,-0.40449120771986974
1342,macerich,0.152189246343514,-0.1286493132631065,-0.1485877055580072
1343,revman,0.15298924053544818,-0.16108886662737187,-0.21833444432566215
1344,schells,0.15325835011762573,-0.03888737831752819,-0.032835185657895824
1345,couture,0.15420984850220965,0.18161124267272746,0.01871840062385073
1346,splenda,0.15424540957930055,-0.00768115318055875,-0.10878310255875964
1347,crest,0.1543762683722073,-0.05680307183336199,-0.09086542030270271
1348,culturelle,0.1559653735430023,0.11318781269628422,0.07879386855201911
1349,jiffy,0.15622428141054073,-0.05154717966722584,0.000110067504574856
1350,milka,0.15662003175218736,0.1277877239173399,-0.01436612796169272
1351,triscuit,0.15700905926685782,-0.0908663596729329,-0.16829605930872682
1352,alegria,0.15735091091058825,0.07818469145970547,-0.33186070137450574
1353,croscill,0.1581855616132132,-0.0919166175298711,-0.1657126344769702
1354,sparks,0.1587669450571786,-0.02781833325796728,-0.020055439328223484
1355,arcadia,0.15885467454737304,-0.0040161421267510995,-0.07948423081088994
1356,truvia,0.15893356607599185,0.0915095941388756,-0.011531747265973979
1357,magniflex,0.1592470989761695,-0.0888589483311505,-0.13212372926544036
1358,angee,0.1592637370563288,0.03483443681156577,0.08469454772889308
1359,kisses,0.16108540043315706,0.019680773830084028,-0.0859231845167614
1360,kleenex,0.16117608341949158,0.20690649365614305,0.18646135555174997
1361,benadryl,0.16139187571171126,0.12281105802481952,0.053311463788309366
1362,tablecloth,0.16202032047649245,0.07516803479738948,-0.019713868890591103
1363,mastros,0.16235111781114273,-0.145271785910989,-0.1363297354454528
1364,annies,0.1633944528687974,0.30638591513676955,0.14487566878153452
1365,mefa,0.1639502233252713,-0.07544290952497226,-0.08390440764321941
1366,jenis,0.16495155385241633,0.08628668643117746,-0.05541947646368995
1367,walmart,0.16507606193587904,-0.0016985633366653902,-0.04791243033288932
1368,tula,0.1655345069897779,0.22145975338053703,0.09242389901121101
1369,cunard,0.16581905452450035,-0.0005815740012470524,-0.1714623819129077
1370,isagenix,0.1661544705226003,-0.0638279993888663,-0.08794593433225215
1371,teksystems,0.16681178153071174,-0.0831374133274339,-0.09120005340417514
1372,miyako,0.1674895788540215,0.3541817435470421,0.19805002642870284
1373,sharis,0.16758892999578828,-0.10125716897047715,-0.11159595403944109
1374,moschino,0.1676632871256622,-0.060057287102158394,-0.21126560160726154
1375,maxima,0.16851348180596715,-0.02099080372972503,0.026093510597923586
1376,hersheys,0.16897122068485745,0.04680058899153389,-0.04107805604228223
1377,ghirardelli,0.16923276702818324,-0.054109868698802466,-0.11122608449293037
1378,naturalizer,0.16931843179477568,-0.046496964077722566,-0.3778038204522852
1379,akris,0.16965843087582674,-0.16647883857503165,-0.30542178097440803
1380,crix,0.1697363354143338,-0.0948280525214581,-0.17250732904580784
1381,samara,0.17094373628327153,-0.11592909169001929,-0.25849308618873756
1382,xante,0.17206813543798175,-0.11351946111829453,-0.061136049632189646
1383,mahoneys,0.17207733036013512,-0.069923917902533,0.005248985949492763
1384,vuori,0.1725289905012966,-0.07801806251131643,0.0065164926675010774
1385,caudalie,0.172749252486482,-0.04451556344809277,-0.15886620187947847
1386,aveda,0.17333538702158552,0.041442284268441223,-0.08752957129301225
1387,burberry,0.17366694263346352,0.0464537276773743,-0.14006709826082475
1388,sunbutter,0.17492973306585552,0.007781021396241351,-0.07501771684518954
1389,hellolife,0.1750691798105388,0.11776240143455902,0.08356590145525075
1390,oreo,0.17629732090504424,-0.01031576850276322,-0.1376888362118383
1391,lanvin,0.17682418673163894,-0.07271785111445969,-0.2219239429456536
1392,biolife,0.17709387727182554,-0.07947493844387417,-0.10549282283609797
1393,palmolive,0.1784882034927131,-0.03402648885047145,-0.043833274510669824
1394,elementary,0.18011570957571482,0.03666616770577864,0.09432824764162381
1395,weleda,0.18042983428017229,-0.05114017717906729,-0.16399382552101693
1396,coyuchi,0.18200057793042307,-0.06503588799483788,-0.1375252473022565
1397,aveeno,0.1820605324012106,-0.10201892447126691,-0.20710312904672967
1398,victoria,0.1828991508081292,0.26091066986192346,0.24962044427452873
1399,sulwhasoo,0.18308670191393855,-0.019413578897727435,-0.12576744079547386
1400,dkny,0.1833441207479682,-0.12580026516288242,-0.03792885526003373
1401,dateline,0.18412111547452176,-0.09318596267270796,-0.026915877399069116
1402,goldbergs,0.18480544101628846,-0.08070517361038829,-0.016050608958612208
1403,crunchmaster,0.1849895481683777,-0.13032060520125435,-0.2391141388788603
1404,cheerios,0.18735150607140025,0.1796616866586839,0.20283960781947458
1405,wellness,0.1892224943104896,-0.031027817452677398,-0.11772453642843236
1406,givenchy,0.18945544601875414,-0.0491101316571434,-0.20503333207426597
1407,poplin,0.19086976915130796,-0.09313853542096281,-0.01376318793058215
1408,dansko,0.19090533470076126,-0.07316160404365141,-0.41183988125856963
1409,maxmara,0.19384364151327294,-0.1920800280780435,-0.30855329591004443
1410,elend,0.1946517584832421,-0.1449489007265547,-0.15927178456779256
1411,dior,0.1953113497879132,-0.06350311759897179,-0.4271105779117328
1412,athene,0.19600793242305894,0.00187752878155599,0.05814325297298812
1413,stuckeys,0.1965055487976275,-0.048669782320800464,-0.06979112782403361
1414,bushnell,0.19821330111103055,-0.09656906391393218,0.009386133718588124
1415,lululemon,0.20137848847833786,0.20924933164834697,0.23825097953134936
1416,cuddledown,0.20343103864090892,0.03385456799066688,-0.07277577646198796
1417,naturopathica,0.20429735380344846,0.05115357483215868,-0.07521654100241511
1418,wholesome,0.20565664445901474,-0.08935914745792989,-0.16439917344500354
1419,aquafest,0.20819487345159493,-0.008252536460931603,-0.1390590000983071
1420,boppy,0.2111225473048961,-0.028954021905361508,-0.10312178086502992
1421,reeses,0.21151688958779571,-0.022919169901666696,-0.13362183215300447
1422,sexy,0.2149185521263504,0.01184945532406819,-0.05132667803992454
1423,mels,0.2151165820458216,0.018732051919705443,-0.014561118758613599
1424,rainshadow,0.2158608601323844,-0.03916262659022144,0.010753323682940762
1425,ahava,0.21683495921592627,-0.0867252360257466,-0.18895979989861833
1426,estroven,0.2181511346761466,-0.10508016677939644,-0.1271967913171273
1427,neutrogena,0.21892223156441915,0.11637420734744033,-0.023156392861874382
1428,mugler,0.21982035960292584,-0.10195927083808173,-0.5184355842254162
1429,abuelita,0.2225775255052971,0.23935245225666538,0.10832636384227626
1430,goop,0.22373457508179476,-0.005182555180776628,-0.11783821050819965
1431,hallmark,0.22423737741679892,-0.03630847254403237,-0.05882821453386584
1432,clinique,0.2254783764326181,-0.07859114399097929,-0.19124200864021154
1433,nutrish,0.2260909572263884,-0.03209715016232718,-0.1278489072830481
1434,eucerin,0.22654720322489674,-0.10755693780822088,-0.21132921420483405
1435,electra,0.2270936336284515,0.09290382622982625,-0.03692129018175168
1436,clarins,0.23128249272650506,-0.09890112891331529,-0.2070557317867247
1437,grandmas,0.2323551962106772,0.4175195206171436,0.24513227406712287
1438,twilight,0.2327646912129439,0.00814589606835759,-0.09890099851355445
1439,pediasure,0.2350198292510168,-0.06458996152919576,-0.09261689676927487
1440,iris,0.2411026656158265,0.17610279497368117,0.19552050458970885
1441,dermablend,0.2419964710975589,-0.08113972687509893,-0.2663159863269976
1442,botkier,0.2444390501646913,-0.04323502715390192,-0.19760770641264372
1443,dermalogica,0.2469035630436444,0.06814756615814445,-0.07530312218159668
1444,redds,0.25287986290595066,-0.11304396294883068,-0.09830709282234544
1445,posh,0.25556973497789603,0.013050308954568914,-0.06764665494362664
1446,marinela,0.2591829689927674,0.100022933593596,-0.03334142226829935
1447,shiseido,0.2592796586582921,-0.12676816252198175,-0.2286605138038649
1448,supermodels,0.2630550835592438,0.27964554611288184,0.3252332222474974
1449,christy,0.2636800906437333,0.12010951178749163,0.020910308233079607
1450,fuchsia,0.2675550208578059,0.14966530685295662,-0.2528812598637755
1451,goodys,0.26842470085504283,-0.09473077619551544,-0.1188520040891301
1452,mila,0.26856928946765923,0.1252318419522614,0.08448781770760994
1453,ryka,0.2709854760948335,-0.09270960957904237,-0.04803149272011109
1454,venus,0.2723706676816472,0.20058095885006394,0.2262475638596708
1455,roxy,0.28679897102226704,0.2528007195573488,0.2777366971972227
1456,chanel,0.2912928375598315,0.22194419580640462,0.0694067118488211
1457,boutique,0.2917267249526716,0.16480638048430846,-0.3288711103613802
1458,vogue,0.3012017923534201,0.21342769769006037,0.21013734644920642
1459,buffy,0.3082756197559998,0.19136126236384082,0.0911466218063061
1460,andrea,0.3140827208559159,0.25049316511508984,-0.1661435518078589
1461,jemma,0.3169198658120125,0.30203021018421433,0.11711788471114515
1462,tiffany,0.3198851517668253,0.3064638003373457,0.1462197217184934
1463,leesa,0.3324859472212374,0.15340840819407284,0.07596446642707193
1464,mom,0.33331973402853965,0.36514628523003734,0.4203127009896332
1465,dickinsons,0.3372539373664018,-0.06391149438838067,-0.17346653598596978
1466,celine,0.3493852302931861,0.2073974529548809,0.048484752730665326
1467,nina,0.3612118078816373,0.23221408599850454,-0.16063567839073703
1468,chloe,0.3886427133574454,0.2691917071136867,-0.13804090195291735
1469,melissa,0.3952181469825965,0.2730252554424528,-0.12607608105568235
1470,elle,0.4080388006490365,0.23106612314294012,0.21480963068905737
